Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,7,218,Eddie Watson,RB,1999,0,0,0,0,6,,,,,,4,17,0,,,,,,Purdue
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,30,Ross Verba,T,2006,0,0,8,43,113,,,,,,,,,,,,,,Iowa
1997,2,60,Darren Sharper,DB,2010,2,5,12,90,205,,,,,,,,,,,,63,7.5,William & Mary
1997,3,90,Brett Conway,K,2003,0,0,2,0,51,0,1,0,0,0,,,,,,,,,Penn St.
1997,4,126,Jermaine Smith,DT,1999,0,0,0,2,19,,,,,,,,,,,,1,1.5,Georgia
1997,5,160,Anthony Hicks,LB,,0,0,0,,,,,,,,,,,,,,,,Arkansas
1997,7,213,Chris Miller,WR,,0,0,0,,,,,,,,,,,,,,,,USC
1997,7,231,Jerald Sowell,FB,2006,0,0,3,22,147,0,1,0,0,0,61,244,1,148,1194,5,,,Tulane
1997,7,240,Ron McAda,QB,,0,0,0,,,,,,,,,,,,,,,,Army
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,27,John Michels,T,1997,0,0,1,9,24,,,,,,,,,,,,,,USC
1996,2,56,Derrick Mayes,WR,2000,0,0,1,16,58,,,,,,,,,145,1823,16,,,Notre Dame
1996,3,90,Mike Flanagan,C,2007,0,1,6,34,121,,,,,,,,,,,,,,UCLA
1996,3,93,Tyrone Williams,DB,2004,0,0,6,42,120,,,,,,,,,,,,19,2.0,Nebraska
1996,4,123,Chris Darkins,DB,1997,0,0,0,1,14,,,,,,,,,,,,,,Minnesota
1996,6,208,Marco Rivera,G,2006,0,3,9,56,155,,,,,,,,,,,,,,Penn St.
1996,7,240,Kyle Wachholtz,QB,,0,0,0,,,,,,,,,,,,,,,,USC
1996,7,252,Keith McKenzie,DE,2003,0,0,2,21,95,,,,,,,,,,,,1,29.5,Ball St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,32,Craig Newsome,DB,1999,0,0,3,19,53,,,,,,,,,,,,4,,Arizona St.
1995,3,65,Darius Holland,DT,2004,0,0,2,21,111,,,,,,,,,,,,1,4.5,Colorado
