Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,7,221,Tom Nutten,G,2005,0,0,5,31,77,,,,,,,,,,,,,,West. Michigan
1995,7,244,Darick Holmes,RB,1999,0,0,0,21,60,,,,,,478,1769,11,73,610,1,,,Portland
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,27,Jeff Burris,DB,2003,0,0,8,42,144,,,,,,,,,,,,19,5.0,Notre Dame
1994,2,48,Bucky Brooks,DB,1998,0,0,0,2,32,,,,,,,,,,,,,,North Carolina
1994,2,61,Lonnie Johnson,TE,1999,0,0,4,21,88,,,,,,1,6,0,163,1587,6,,,Florida St.
1994,2,64,Sam Rogers,LB,2003,0,0,7,43,133,,,,,,,,,,,,2,30.0,Colorado
1994,3,81,Marlo Perry,LB,1999,0,0,1,12,76,,,,,,,,,,,,2,1.5,Jackson St.
1994,3,98,Corey Louchiey,T,1997,0,0,0,7,44,,,,,,,,,1,0,0,,,South Carolina
1994,4,130,Sean Crocker,DB,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1994,5,158,A.J. Ofodile,TE,1999,0,0,0,2,24,,,,,,,,,4,25,0,,,Missouri
1994,6,188,Anthony Abrams,DE,,0,0,0,,,,,,,,,,,,,,,,
1994,6,192,Kevin Knox,WR,1994,0,0,0,0,2,,,,,,,,,,,,,,Florida St.
1994,7,221,Filmel Johnson,DB,1995,0,0,0,0,2,,,,,,,,,,,,,,Illinois
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,28,Thomas Smith,DB,2001,0,0,7,44,137,,,,,,,,,,,,6,,North Carolina
1993,2,55,John Parrella,DT,2004,0,0,7,47,172,,,,,,,,,,,,,26.5,Nebraska
1993,4,111,Russell Copeland,WR,1998,0,0,1,14,72,,,,,,2,-8,0,103,1460,2,,,Memphis
1993,5,136,Mike Devlin,C,1999,0,0,2,13,101,,,,,,,,,,,,,,Iowa
1993,5,139,Sebastian Savage,DB,1995,0,0,0,0,3,,,,,,,,,,,,,,North Carolina St.
1993,6,167,Corbin Lacina,G,2003,0,0,6,31,129,,,,,,,,,,,,,,
1993,7,195,Willie Harris,WR,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1993,8,223,Chris Luneberg,T,,0,0,0,,,,,,,,,,,,,,,,West Chester
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,27,John Fina,T,2002,0,0,9,49,155,,,,,,1,-2,0,1,1,1,,,Arizona
1992,2,55,James Patton,NT,1994,0,0,0,1,13,,,,,,,,,,,,,,Texas
1992,3,83,Keith Goganious,LB,1996,0,0,2,13,74,,,,,,,,,,,,2,1.0,Penn St.
1992,4,111,Frank Kmet,DE,,0,0,0,,,,,,,,,,,,,,,,Purdue
1992,5,139,Matt Darby,DB,1997,0,0,3,17,81,,,,,,,,,,,,8,,UCLA
1992,6,167,Nate Turner,TE,1995,0,0,0,2,28,,,,,,13,40,0,1,26,1,,,Nebraska
1992,7,195,Kurt Schulz,DB,2001,0,0,7,43,129,,,,,,,,,,,,30,,East. Washington
1992,8,223,Leonard Humphries,DB,1994,0,0,0,1,13,,,,,,,,,,,,1,,Penn St.
1992,9,251,Chris Walsh,WR,2002,0,0,0,7,139,0,1,0,0,0,,,,67,719,4,,,Stanford
1992,10,279,Barry Rose,WR,1993,0,0,0,0,3,,,,,,,,,,,,,,Wisc-Stevens Point
1992,11,307,Vince Marrow,TE,1994,0,0,0,1,10,,,,,,,,,5,44,0,,,Toledo
1992,12,335,Matt Rodgers,QB,,0,0,0,,,,,,,,,,,,,,,,Iowa
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,26,Henry Jones,DB,2002,1,1,8,57,158,,,,,,,,,,,,18,5.0,Illinois
1991,2,54,Phil Hansen,DE,2001,0,0,11,64,156,,,,,,,,,,,,1,61.5,North Dakota St.
1991,3,82,Darryl Wren,DB,1994,0,0,0,4,20,,,,,,,,,,,,3,,Pittsburg St.
1991,5,138,Shawn Wilbourn,DB,,0,0,0,,,,,,,,,,,,,,,,Long Beach St.
1991,6,166,Millard Hamilton,WR,,0,0,0,,,,,,,,,,,,,,,,
1991,7,194,Amir Rasul,RB,,0,0,0,,,,,,,,,,,,,,,,Florida A&M
1991,8,222,Brad Lamb,WR,1993,0,0,0,2,8,,,,,,,,,7,139,0,,,
1991,9,249,Mark Maddox,LB,2000,0,0,3,24,111,,,,,,,,,,,,2,2.5,Northern Michigan
1991,10,277,Tony De Lorenzo,G,,0,0,0,,,,,,,,,,,,,,,,New Mexico St.
1991,11,305,Dean Kirkland,G,,0,0,0,,,,,,,,,,,,,,,,Washington
1991,12,333,Stephen Clark,TE,,0,0,0,,,,,,,,,,,,,,,,Texas
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1990,1,16,James E. Williams,DB,1996,0,0,2,17,70,,,,,,,,,,,,11,,Fresno St.
1990,2,42,Carwell Gardner,FB,1997,0,0,0,16,101,,,,,,211,749,10,36,281,1,,,Louisville
