Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,8,216,Alex Van Pelt,QB,2003,0,0,0,7,31,262,477,2985,16,24,32,53,1,,,,,,Pittsburgh
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,11,Leon Searcy,T,1999,0,1,7,51,126,,,,,,,,,,,,,,Miami (FL)
1992,2,38,Levon Kirkland,LB,2002,1,2,10,83,176,,,,,,,,,,,,11,19.5,Clemson
1992,3,67,Joel Steed,NT,1999,0,1,7,49,115,,,,,,,,,,,,,9.5,Colorado
1992,4,94,Charles Davenport,WR,1994,0,0,0,1,38,,,,,,,,,13,187,0,,,North Carolina St.
1992,5,123,Alan Haller,DB,1995,0,0,0,0,12,,,,,,,,,,,,,,Michigan St.
1992,7,179,Russ Campbell,TE,1992,0,0,0,0,7,,,,,,,,,,,,,,Kansas St.
1992,7,188,Scottie Graham,RB,1997,0,0,0,8,57,,,,,,364,1267,7,20,126,0,,,Ohio St.
1992,8,203,Darren Perry,DB,2000,0,0,8,48,126,,,,,,,,,,,,35,2.5,Penn St.
1992,8,206,Hesham Ismail,G,,0,0,0,,,,,,,,,,,,,,,,Florida
1992,8,215,Nate Williams,DT,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1992,9,235,Elnardo Webster,LB,1992,0,0,0,0,3,,,,,,,,,,,,,,Rutgers
1992,10,262,Mike Saunders,RB,,0,0,0,,,,,,,,,,,,,,,,Iowa
1992,11,291,Kendall Gammon,C,2006,0,1,0,10,234,,,,,,,,,,,,,,Pittsburg St.
1992,12,318,Cornelius Benton,QB,,0,0,0,,,,,,,,,,,,,,,,Connecticut
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,15,Huey Richardson,LB,1992,0,0,0,2,16,,,,,,,,,,,,,,Florida
1991,2,46,Jeff Graham,WR,2001,0,0,9,58,160,,,,,,,,,542,8172,30,,,Ohio St.
1991,3,73,Ernie Mills,WR,1999,0,0,1,24,118,,,,,,18,121,0,196,2934,20,,,Florida
1991,4,88,Sammy Walker,DB,1993,0,0,0,4,24,,,,,,,,,,,,,,Texas Tech
1991,4,103,Adrian Cooper,TE,1996,0,0,3,16,77,,,,,,,,,87,1037,5,,,Oklahoma
1991,6,158,Leroy Thompson,RB,1996,0,0,0,18,80,,,,,,404,1390,6,153,1193,5,,,Penn St.
1991,7,185,Andre Jones,LB,1992,0,0,0,0,6,,,,,,,,,,,,,,Notre Dame
1991,8,212,Dean Dingman,G,,0,0,0,,,,,,,,,,,,,,,,Michigan
1991,9,238,Bruce McGonnigal,TE,1991,0,0,0,0,2,,,,,,,,,,,,,,Virginia
1991,10,269,Ariel Solomon,C,1996,0,0,0,4,61,,,,,,,,,,,,,,Colorado
