Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,6,Torry Holt,WR,2009,1,7,11,100,173,,,,,,11,57,0,920,13382,74,,,North Carolina St.
1999,2,41,Dre' Bly,DB,2009,0,2,7,52,167,,,,,,,,,,,,43,5.0,North Carolina
1999,3,68,Rich Coady,DB,2004,0,0,0,10,83,,,,,,,,,,,,2,1.0,Texas A&M
1999,4,101,Joe Germaine,QB,1999,0,0,0,1,3,9,16,136,1,2,3,0,0,,,,,,Ohio St.
1999,5,145,Cameron Spikes,G,2004,0,0,2,9,63,,,,,,,,,,,,,,Texas A&M
1999,6,176,Lionel Barnes,DE,2004,0,0,0,3,27,,,,,,,,,,,,,2.0,La-Monroe
1999,7,252,Rodney C. Williams,P,2001,0,0,1,0,15,,,,,,2,16,0,,,,,,Georgia Tech
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,1,6,Grant Wistrom,DE,2006,0,0,8,56,132,,,,,,,,,,,,5,53.0,Nebraska
1998,2,37,Robert Holcombe,RB,2004,0,0,3,14,97,,,,,,337,1141,11,69,573,3,,,Illinois
1998,3,65,Leonard Little,DE,2009,1,1,7,53,147,,,,,,,,,,,,2,87.5,Tennessee
1998,4,96,Az-Zahir Hakim,WR,2006,0,0,2,38,110,2,2,72,1,0,31,198,1,316,4191,28,,,San Diego St.
1998,4,98,Roland Williams,TE,2005,0,0,5,21,94,,,,,,,,,114,1004,13,,,Syracuse
1998,5,129,Raymond Priester,RB,,0,0,0,,,,,,,,,,,,,,,,Clemson
1998,6,159,Glenn Rountree,G,,0,0,0,,,,,,,,,,,,,,,,Clemson
1998,7,236,Jason Chorak,DE,1998,0,0,0,0,8,,,,,,,,,,,,,1.0,Washington
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,1,Orlando Pace,T,2009,3,7,12,98,170,,,,,,,,,,,,,,Ohio St.
1997,2,40,Dexter McCleon,DB,2006,0,0,4,37,147,,,,,,,,,,,,31,4.5,Clemson
1997,4,112,Ryan Tucker,T,2008,0,0,6,45,134,,,,,,,,,1,2,1,,,TCU
1997,5,158,Taje Allen,DB,2002,0,0,0,6,79,,,,,,,,,,,,2,0.5,Texas
1997,6,179,Muadianvita Kazadi,LB,1997,0,0,0,1,12,,,,,,,,,,,,,,Tulsa
1997,7,215,Cedric White,DE,,0,0,0,,,,,,,,,,,,,,,,North Carolina A&T
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,6,Lawrence Phillips,RB,1999,0,0,2,15,35,0,0,0,0,0,424,1453,14,34,219,1,,,Nebraska
1996,1,18,Eddie Kennison,WR,2008,0,0,12,73,179,0,0,0,0,0,39,282,0,548,8345,42,,,LSU
1996,2,42,Tony Banks,QB,2005,0,0,5,42,97,1278,2356,15315,77,73,246,881,6,,,,,,Michigan St.
1996,2,59,Ernie Conwell,TE,2006,0,0,7,30,126,,,,,,15,81,2,203,2188,15,,,Washington
1996,3,83,Jerald Moore,RB,2000,0,0,0,5,42,,,,,,207,705,6,20,142,0,,,Oklahoma
1996,4,105,Percell Gaskins,LB,1997,0,0,0,3,27,,,,,,,,,,,,,,Kansas St.
1996,5,141,Fred Miller,T,2008,0,0,10,60,192,,,,,,,,,,,,,,Baylor
1996,6,175,Derrick Harris,RB,2001,0,0,2,1,44,,,,,,17,43,0,17,81,2,,,Miami (FL)
1996,6,201,Hayward Clay,TE,1998,0,0,0,2,14,,,,,,,,,5,78,0,,,Texas A&M
1996,7,222,Chuck Osborne,DT,1999,0,0,0,3,37,,,,,,,,,,,,,2.0,Arizona
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,6,Kevin Carter,DE,2008,1,2,14,87,224,,,,,,,,,,,,,104.5,Florida
1995,2,38,Zach Wiegert,G,2006,0,0,10,40,145,,,,,,,,,2,-2,0,,,Nebraska
1995,2,62,Jesse James,C,1996,0,0,0,0,3,,,,,,,,,,,,,,Mississippi St.
1995,3,82,Steve McLaughlin,K,1995,0,0,1,0,8,,,,,,,,,,,,,,Arizona
1995,4,115,Lovell Pinkney,TE,1995,0,0,0,1,8,,,,,,,,,1,13,0,,,Texas
1995,5,140,Mike Scurlock,DB,1999,0,0,0,5,65,,,,,,,,,,,,1,,Arizona
1995,7,214,Gerald McBurrows,DB,2003,0,0,2,19,122,,,,,,,,,,,,5,4.5,Kansas
1995,7,220,Herman O'Berry,DB,1996,0,0,0,0,9,,,,,,,,,,,,,,Oregon
1995,7,239,Bronzell Miller,DE,1995,0,0,0,0,3,,,,,,,,,,,,,,Utah
1995,7,240,J.T. Thomas,WR,1998,0,0,0,2,51,,,,,,1,-1,0,34,400,0,,,Arizona St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,15,Wayne Gandy,T,2008,0,0,13,67,219,,,,,,,,,,,,,,Auburn
1994,2,33,Isaac Bruce,WR,2009,0,4,13,102,223,3,8,81,0,1,25,139,0,1024,15208,91,,,Memphis
1994,2,49,Toby Wright,DB,1999,0,0,3,18,59,,,,,,1,9,0,,,,7,2.0,Nebraska
1994,2,56,Brad Ottis,DE,2000,0,0,1,11,81,,,,,,,,,,,,,4.0,
1994,3,71,Keith Lyle,DB,2002,0,0,6,36,136,,,,,,5,47,0,,,,31,5.0,Virginia
1994,3,83,James Bostic,RB,1999,0,0,0,0,11,,,,,,5,19,0,5,8,0,,,Auburn
1994,3,100,Ernest Jones,DT,1999,0,0,0,2,29,,,,,,,,,,,,,3.5,Oregon
1994,4,108,Chris Brantley,WR,1996,0,0,0,0,22,,,,,,,,,9,76,1,,,Rutgers
1994,6,167,Rickey Brady,TE,1994,0,0,0,0,1,,,,,,,,,,,,,,Oklahoma
1994,6,189,Ronald Edwards,T,,0,0,0,,,,,,,,,,,,,,,,North Carolina A&T
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,10,Jerome Bettis,RB,2005,2,6,12,79,192,3,6,63,3,1,3479,13662,91,200,1449,3,,,Notre Dame
1993,2,39,Troy Drayton,TE,2000,0,0,6,35,122,,,,,,2,11,0,243,2645,24,,,Penn St.
1993,3,73,Russell White,RB,1993,0,0,0,0,5,,,,,,2,10,0,,,,,,California
1993,5,122,Sean LaChapelle,WR,1996,0,0,1,4,22,,,,,,,,,29,445,2,,,UCLA
1993,5,127,Chuck Belin,G,1996,0,0,0,3,22,,,,,,,,,,,,,,Wisconsin
1993,6,149,Deral Boykin,DB,1996,0,0,0,3,43,,,,,,,,,,,,,,Louisville
1993,7,179,Brad Fichtel,C,1994,0,0,0,0,1,,,,,,,,,,,,,,East. Illinois
1993,8,206,Jeff Buffaloe,P,,0,0,0,,,,,,,,,,,,,,,,Memphis
1993,8,209,Maa Tanuvasa,DE,2001,0,0,3,28,82,,,,,,,,,,,,,34.0,Hawaii
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,3,Sean Gilbert,DT,2003,0,1,8,50,146,,,,,,,,,,,,2,42.5,Pittsburgh
1992,2,30,Steve Israel,DB,2001,0,0,2,16,102,,,,,,,,,,,,5,4.0,Pittsburgh
1992,3,57,Marc Boutte,DT,1999,0,0,5,30,102,,,,,,,,,,,,2,9.0,LSU
1992,3,60,Todd Kinchen,WR,1998,0,0,0,13,83,0,1,0,0,0,7,70,1,95,1358,10,,,LSU
1992,4,87,Shawn Harper,T,1995,0,0,0,1,9,,,,,,,,,,,,,,Indiana
1992,5,114,Chris Crooms,DB,1992,0,0,0,1,16,,,,,,,,,,,,,,Texas A&M
1992,6,144,Joe Campbell,RB,,0,0,0,,,,,,,,,,,,,,,,Middle Tenn. St.
1992,7,171,Darryl Ashmore,T,2001,0,0,1,16,119,,,,,,,,,,,,,,Northwestern
1992,8,198,Ricky Jones,QB,,0,0,0,,,,,,,,,,,,,,,,Alabama St.
1992,9,228,T.J. Rubley,QB,1995,0,0,0,5,10,112,195,1377,8,7,31,108,0,,,,,,Tulsa
1992,10,255,Tim Lester,RB,1999,0,0,3,4,93,,,,,,33,126,2,47,331,0,,,East. Kentucky
1992,11,281,Brian Townsend,LB,1992,0,0,0,0,3,,,,,,,,,,,,,,Michigan
1992,11,282,Brian Thomas,WR,,0,0,0,,,,,,,,,,,,,,,,Southern
1992,12,312,Kelvin Harris,C,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,5,Todd Lyght,DB,2002,0,1,11,59,175,,,,,,,,,,,,37,6.0,Notre Dame
1991,2,31,Roman Phifer,LB,2005,0,0,12,65,213,,,,,,,,,,,,11,29.0,UCLA
1991,4,107,Robert Bailey,DB,2001,0,0,1,17,146,,,,,,,,,,,,10,5.0,Miami (FL)
1991,5,116,Robert Young,DE,1996,0,0,3,21,78,,,,,,,,,,,,,20.5,Mississippi St.
1991,6,143,Neal Fort,T,,0,0,0,,,,,,,,,,,,,,,,BYU
1991,7,170,Tyrone Shelton,RB,,0,0,0,,,,,,,,,,,,,,,,William & Mary
1991,8,201,Pat Tyrance,LB,,0,0,0,,,,,,,,,,,,,,,,Nebraska
