Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1987,6,144,Steve Gage,DB,1988,0,0,0,2,20,,,,,,,,,,,,1,,Tulsa
1987,6,164,Ed Simmons,T,1997,0,0,7,41,142,,,,,,,,,,,,,,East. Washington
1987,7,192,Johnny Thomas,DB,1996,0,0,0,5,94,,,,,,,,,,,,,,Baylor
1987,8,219,Clarence Vaughn,DB,1991,0,0,0,5,48,,,,,,,,,,,,,1.0,Northern Illinois
1987,9,248,Alfred Jenkins,RB,,0,0,0,,,,,,,,,,,,,,,,Arizona
1987,10,274,Ted Wilson,WR,1987,0,0,0,1,3,,,,,,2,28,1,5,112,1,,,Central Florida
1987,11,304,Laron Brown,WR,1987,0,0,0,0,3,,,,,,,,,4,40,0,,,Texas
1987,12,331,Ray Hitchcock,C,1987,0,0,0,0,5,,,,,,,,,,,,,,Minnesota
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1986,2,30,Markus Koch,DE,1991,0,0,1,19,68,,,,,,,,,,,,,10.5,Boise St.
1986,2,45,Walter Murray,WR,1987,0,0,0,3,19,,,,,,,,,22,373,3,,,Hawaii
1986,3,75,Alvin Walton,DB,1991,0,0,4,27,77,,,,,,,,,,,,12,5.0,Kansas
1986,5,113,Ravin Caldwell,LB,1993,0,0,1,13,79,,,,,,,,,,,,,8.5,Arkansas
1986,6,146,Mark Rypien,QB,2001,0,2,5,57,104,1466,2613,18473,115,88,127,166,8,,,,,,Washington St.
1986,6,156,Jim Huddleston,G,1987,0,0,0,0,1,,,,,,,,,,,,,,Virginia
1986,7,186,Rick Badanjek,RB,1988,0,0,0,1,14,,,,,,29,87,1,6,35,0,,,Maryland
1986,8,213,Kurt Gouveia,LB,1999,0,0,5,45,183,,,,,,,,,,,,12,5.0,BYU
1986,9,239,Wayne Asberry,DB,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1986,11,297,Kenny Fells,RB,,0,0,0,,,,,,,,,,,,,,,,Henderson St.
1986,12,323,Eric Yarber,WR,1987,0,0,0,0,14,,,,,,,,,1,5,0,,,Idaho
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1985,2,33,Tory Nixon,DB,1988,0,0,0,5,50,,,,,,,,,,,,3,,San Diego St.
1985,5,122,Raphel Cherry,DB,1988,0,0,1,10,42,,,,,,,,,1,11,0,5,,Hawaii
1985,6,163,Danzell Lee,TE,1988,0,0,1,3,18,,,,,,,,,12,124,0,,,Lamar
1985,7,177,Jamie Harris,KR,,0,0,0,,,,,,,,,,,,,,,,Oklahoma St.
1985,7,185,Lionel Vital,RB,1987,0,0,0,3,3,,,,,,80,346,2,1,13,0,,,Nicholls St.
1985,8,219,Barry Wilburn,DB,1996,1,0,2,30,91,,,,,,,,,,,,20,,Mississippi
1985,9,247,Mitch Geier,G,,0,0,0,,,,,,,,,,,,,,,,
1985,10,263,Terry Orr,TE,1993,0,0,0,18,105,,,,,,,,,52,939,10,,,Texas
1985,11,290,Raleigh McKenzie,G,2000,0,0,11,51,226,,,,,,,,,,,,,,Tennessee
1985,11,304,Garry Kimble,DB,1987,0,0,0,0,3,,,,,,,,,,,,,,Sam Houston St.
1985,12,309,Dean Hamel,DT,1990,0,0,2,20,88,,,,,,,,,,,,,12.5,Tulsa
1985,12,331,Bryant Winn,LB,1987,0,0,0,2,3,,,,,,,,,,,,,,Houston
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1984,2,31,Bob Slater,DT,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
1984,2,55,Steve Hamilton,DE,1988,0,0,0,5,46,,,,,,,,,,,,,6.5,East Carolina
1984,3,83,Jay Schroeder,QB,1994,0,1,8,61,118,1426,2808,20063,114,108,242,761,5,,,,,,UCLA
1984,4,102,Jimmy K. Smith,RB,1987,0,0,0,0,9,,,,,,7,13,0,,,,,,Elon
1984,5,125,Jeff Pegues,LB,,0,0,0,,,,,,,,,,,,,,,,East Carolina
1984,6,167,Curt Singer,T,1991,0,0,0,3,33,,,,,,,,,,,,,,Tennessee
1984,7,195,Mark Smith,WR,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1984,8,223,Jeff Smith,DB,,0,0,0,,,,,,,,,,,,,,,,Missouri
1984,10,279,Keith Griffin,RB,1988,0,0,0,13,65,,,,,,329,1343,3,61,460,2,,,Miami (FL)
1984,11,306,Anthony Jones,TE,1988,0,0,0,5,61,,,,,,,,,4,27,0,,,Wichita St.
1984,12,335,Curtland Thomas,WR,1987,0,0,0,0,2,,,,,,,,,1,14,0,,,Missouri
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1983,1,28,Darrell Green HOF,DB,2002,1,7,15,101,295,,,,,,1,6,0,,,,54,1.0,Texas A&M-Kingsville
1983,2,56,Richard Williams,RB,1984,0,0,0,0,22,,,,,,1,5,0,,,,,,Memphis
1983,3,84,Charles Mann,DE,1994,0,4,10,78,177,,,,,,,,,,,,,83.0,Nevada-Reno
1983,6,166,Bob Winckler,T,,0,0,0,,,,,,,,,,,,,,,,Wisconsin
1983,6,168,Babe Laufenberg,QB,1990,0,0,0,4,16,93,211,1057,5,11,33,126,0,,,,,,Indiana
1983,7,196,Kelvin Bryant,RB,1990,0,0,0,23,46,0,1,0,0,0,260,1186,6,154,1634,14,,,North Carolina
1983,8,224,Todd Hallstrom,T,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1983,9,251,Marcus Gilbert,RB,,0,0,0,,,,,,,,,,,,,,,,TCU
1983,10,279,Geff Gandy,LB,,0,0,0,,,,,,,,,,,,,,,,Baylor
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1982,2,49,Vernon Dean,DB,1988,0,0,5,33,101,,,,,,,,,,,,22,,San Diego St.
1982,3,61,Carl Powell,WR,,0,0,0,,,,,,,,,,,,,,,,Jackson St.
1982,4,99,Todd Liebenstein,DE,1985,0,0,1,8,29,,,,,,,,,,,,,2.5,UNLV
1982,5,133,Mike Williams,TE,1984,0,0,0,2,14,,,,,,,,,3,14,0,,,Alabama A&M
1982,6,153,Lamont Jeffers,LB,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1982,7,180,John Schachtner,LB,,0,0,0,,,,,,,,,,,,,,,,Northern Arizona
1982,8,223,Ralph Warthen,DT,,0,0,0,,,,,,,,,,,,,,,,Gardner-Webb
1982,9,226,Ken Coffey,DB,1986,0,0,2,10,41,,,,,,,,,,,,7,1.0,Texas St.
1982,9,238,Randy Trautman,DT,,0,0,0,,,,,,,,,,,,,,,,Boise St.
1982,10,254,Harold Smith,DE,,0,0,0,,,,,,,,,,,,,,,,Kentucky St.
1982,10,265,Terry Daniels,DB,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1982,11,281,Dan Miller,K,1982,0,0,0,0,5,,,,,,,,,,,,,,Miami (FL)
1982,11,291,Bob Holly,QB,1985,0,0,0,1,9,25,40,300,1,2,7,49,1,,,,,,Princeton
1982,12,309,Don Laster,T,1984,0,0,1,5,22,,,,,,,,,,,,,,Tennessee St.
1982,12,322,Jeff Goff,LB,,0,0,0,,,,,,,,,,,,,,,,Arkansas
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1981,1,20,Mark May,G,1993,0,1,10,52,159,,,,,,,,,,,,,,Pittsburgh
1981,3,69,Russ Grimm HOF,G,1991,3,4,9,63,140,,,,,,,,,,,,,,Pittsburgh
1981,4,90,Tom Flick,QB,1986,0,0,0,1,21,47,106,506,2,10,6,5,1,,,,,,Washington
1981,5,119,Dexter Manley,DE,1991,1,1,9,65,143,,,,,,,,,,,,2,97.5,Oklahoma St.
1981,5,132,Gary Sayre,G,,0,0,0,,,,,,,,,,,,,,,,Cameron
1981,6,148,Larry Kubin,LB,1985,0,0,0,4,43,,,,,,,,,,,,,0.5,Penn St.
1981,8,201,Charlie Brown,WR,1987,0,2,4,38,68,,,,,,4,53,0,220,3548,25,,,South Carolina St.
1981,9,231,Darryl Grant,DT,1991,0,0,8,49,141,,,,,,,,,,,,2,27.0,Rice
1981,10,257,Phil Kessel,QB,,0,0,0,,,,,,,,,,,,,,,,Northern Michigan
1981,10,267,Allan Kennedy,T,1984,0,0,0,3,33,,,,,,,,,,,,,,Washington St.
1981,11,284,Jerry Hill,WR,,0,0,0,,,,,,,,,,,,,,,,North Alabama
1981,12,314,Clint Didier,TE,1989,0,0,3,26,105,,,,,,,,,141,1923,21,,,Portland
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1980,1,18,Art Monk HOF,WR,1995,1,3,14,93,224,1,2,46,0,0,63,332,0,940,12721,68,,,Syracuse
1980,2,55,Mat Mendenhall,DE,1982,0,0,1,15,23,,,,,,,,,,,,,1.0,BYU
1980,6,155,Farley Bell,LB,,0,0,0,,,,,,,,,,,,,,,,Cincinnati
1980,7,187,Melvin Jones,G,1981,0,0,1,5,11,,,,,,,,,,,,,,Houston
1980,9,241,Lawrence McCullough,WR,,0,0,0,,,,,,,,,,,,,,,,Illinois
1980,10,268,Lewis Walker,RB,,0,0,0,,,,,,,,,,,,,,,,Utah
1980,11,295,Mike Matocha,DE,,0,0,0,,,,,,,,,,,,,,,,Texas-Arlington
1980,12,327,Marcene Emmett,DB,,0,0,0,,,,,,,,,,,,,,,,North Alabama
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1979,4,103,Don Warren,TE,1992,0,0,14,40,193,,,,,,1,5,0,244,2536,7,,,San Diego St.
1979,7,182,Rich Milot,LB,1987,0,0,5,44,121,,,,,,,,,,,,13,14.5,Penn St.
1979,9,233,Kris Haines,WR,1987,0,0,0,1,21,,,,,,,,,4,83,0,,,Notre Dame
1979,11,289,Monte Coleman,LB,1994,0,0,4,40,215,,,,,,1,-1,0,1,12,0,17,43.5,Central Arkansas
1979,11,300,Tony Hall,WR,,0,0,0,,,,,,,,,,,,,,,,Knoxville
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1978,6,159,Tony Green,RB,1979,0,1,0,3,31,,,,,,22,82,1,4,89,0,,,Florida
1978,8,202,Walker Lee,WR,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1978,8,219,Don Hover,LB,1979,0,0,0,6,32,,,,,,,,,,,,,,Washington St.
1978,9,243,John Hurley,QB,,0,0,0,,,,,,,,,,,,,,,,Santa Clara
1978,10,270,Scott Hertenstein,DE,,0,0,0,,,,,,,,,,,,,,,,Azusa Pacific
1978,11,297,Mike Williams,DB,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1978,12,324,Steve McCabe,G,,0,0,0,,,,,,,,,,,,,,,,Bowdoin
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1977,4,97,Duncan McColl,DE,,0,0,0,,,,,,,,,,,,,,,,Stanford
1977,7,189,Reggie Haynes,TE,1978,0,0,0,1,14,,,,,,1,13,0,2,32,0,,,UNLV
1977,9,246,Mike Northington,RB,,0,0,0,,,,,,,,,,,,,,,,Purdue
1977,10,273,James Sykes,RB,,0,0,0,,,,,,,,,,,,,,,,Rice
1977,11,300,Don Harris,DB,1980,0,0,0,4,43,,,,,,,,,,,,,,Rutgers
1977,12,327,Curtis Kirkland,DE,,0,0,0,,,,,,,,,,,,,,,,Missouri
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1976,5,148,Mike Hughes,G,,0,0,0,,,,,,,,,,,,,,,,Baylor
1976,6,179,Tommy Marvaso,DB,1977,0,0,0,1,14,,,,,,,,,,,,,,Cincinnati
1976,8,234,Brian Fryer,WR,1976,0,0,0,0,4,,,,,,,,,,,,,,University of Alberta
1976,9,254,Curtis Akins,G,,0,0,0,,,,,,,,,,,,,,,,Hawaii
1976,10,272,Paul Strohmeier,LB,,0,0,0,,,,,,,,,,,,,,,,Washington
1976,11,308,Dean Gissler,DE,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1976,12,342,Walter Tullis,WR,1979,0,0,0,2,32,,,,,,,,,10,173,1,,,Delaware St.
1976,13,364,Waymon Britt,DB,,0,0,0,,,,,,,,,,,,,,,,Michigan
1976,14,393,Quinn Buckner,DB,,0,0,0,,,,,,,,,,,,,,,,Indiana
1976,15,426,John Monroe,RB,,0,0,0,,,,,,,,,,,,,,,,Bluefield
1976,17,476,Chuck Wills,DB,,0,0,0,,,,,,,,,,,,,,,,Oregon
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1975,5,108,Mike Thomas,RB,1980,0,1,5,48,77,1,3,18,0,1,1087,4196,19,192,2011,11,,,UNLV
1975,6,147,Mark Doak,T,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1975,9,228,Dallas Hickman,DE,1981,0,0,0,9,91,,,,,,,,,,,,,,California
1975,11,277,Ardell Johnson,DB,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1975,11,282,Jerry Hackenbruck,DE,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1975,14,344,Morris McKie,DB,,0,0,0,,,,,,,,,,,,,,,,North Carolina A&T
1975,14,359,Dave Benson,LB,,0,0,0,,,,,,,,,,,,,,,,Weber St.
1975,15,384,Art Kuehn,C,1983,0,0,1,20,100,,,,,,,,,,,,,,UCLA
1975,16,412,Dennis Pavelka,G,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1975,17,437,Carl Taylor,DE,,0,0,0,,,,,,,,,,,,,,,,Memphis
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1974,6,144,Jon Keyworth,RB,1980,0,0,5,29,95,1,1,32,1,0,699,2653,22,141,1057,3,,,Colorado
1974,7,180,Mike Varty,LB,1975,0,0,0,1,8,,,,,,,,,,,,,,Northwestern
1974,8,196,Darwin Robinson,RB,,0,0,0,,,,,,,,,,,,,,,,South Dakota St.
1974,9,218,Mark Sens,DE,,0,0,0,,,,,,,,,,,,,,,,Colorado
1974,9,228,Mike Flater,K,,0,0,0,,,,,,,,,,,,,,,,Colorado Mines
1974,9,233,Jimmie Kennedy,TE,1977,0,0,0,5,37,,,,,,,,,3,47,1,,,Colorado St.
1974,10,258,Johnny Vann,DB,,0,0,0,,,,,,,,,,,,,,,,South Dakota
1974,11,282,Joe Miller,T,,0,0,0,,,,,,,,,,,,,,,,Villanova
1974,13,332,Stu O'Dell,LB,1978,0,0,0,4,39,,,,,,,,,,,,,,Indiana
1974,14,361,Don Van Galder,QB,,0,0,0,,,,,,,,,,,,,,,,Utah
1974,16,411,Nate Anderson,RB,,0,0,0,,,,,,,,,,,,,,,,East. Illinois
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1973,5,117,Charley Cantrell,G,,0,0,0,,,,,,,,,,,,,,,,Lamar
1973,8,193,Mike Hancock,TE,1974,0,0,0,2,21,,,,,,,,,2,3,2,,,Idaho St.
1973,9,218,Rich Galbos,RB,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1973,9,233,Eddie Sheats,LB,,0,0,0,,,,,,,,,,,,,,,,Kansas
1973,10,245,Ken Stone,DB,1980,0,0,4,31,101,,,,,,,,,1,40,0,27,,Vanderbilt
1973,12,311,Ernie Webster,G,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1973,13,337,Dennis L. Johnson,DE,1978,0,0,3,26,65,,,,,,,,,,,,2,,Delaware
1973,14,363,Herb Marshall,DB,,0,0,0,,,,,,,,,,,,,,,,Cameron
1973,16,415,Mike Wedman,K,,0,0,0,,,,,,,,,,,,,,,,Colorado
1973,17,441,Jeff Davis,RB,,0,0,0,,,,,,,,,,,,,,,,Mars Hill
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1972,8,203,Moses Denson,RB,1975,0,0,2,8,26,,,,,,159,586,0,39,255,2,,,Md-Eastern Shore
1972,9,229,Steve Boekholder,DE,,0,0,0,,,,,,,,,,,,,,,,Drake
1972,10,255,Mike Oldham,WR,,0,0,0,,,,,,,,,,,,,,,,Michigan
1972,11,281,Jeff Welch,DB,,0,0,0,,,,,,,,,,,,,,,,Arkansas Tech
1972,12,307,Don Bunce,QB,,0,0,0,,,,,,,,,,,,,,,,Stanford
1972,13,332,Frank Grant,WR,1978,0,0,3,29,85,,,,,,5,27,0,149,2486,18,,,Southern Colorado
1972,15,365,Mike O'Quinn,G,,0,0,0,,,,,,,,,,,,,,,,McNeese St.
1972,15,385,Carl Taibi,DE,,0,0,0,,,,,,,,,,,,,,,,Colorado
1972,16,411,Steve Higginbotham,DB,,0,0,0,,,,,,,,,,,,,,,,Alabama
1972,17,437,Kevin Clemente,LB,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1971,2,38,Cotton Speyrer,WR,1975,0,0,1,7,36,1,1,54,1,0,1,1,0,34,535,5,,,Texas
1971,6,141,Conway Hayman,G,1980,0,0,3,19,77,,,,,,,,,,,,,,Delaware
1971,7,166,Willie Germany,DB,1976,0,0,1,10,42,,,,,,,,,,,,2,,Morgan St.
1971,9,219,Mike Fanucci,DE,1974,0,0,0,3,40,,,,,,,,,,,,,,Arizona St.
1971,10,244,Jesse Taylor,RB,1972,0,0,0,0,14,,,,,,13,58,0,,,,,,Cincinnati
1971,11,272,George Starke,T,1984,0,0,11,62,156,,,,,,,,,,,,,,Columbia
1971,12,297,Jeff Severson,DB,1979,0,0,1,12,83,,,,,,,,,,,,6,,Long Beach St.
1971,13,322,Dan Ryczek,C,1979,0,0,2,11,102,,,,,,,,,1,6,0,,,Virginia
1971,14,349,Bill Bynum,QB,,0,0,0,,,,,,,,,,,,,,,,West. New Mexico
1971,15,375,Anthony Christnovich,G,,0,0,0,,,,,,,,,,,,,,,,Wisc-LaCrosse
1971,16,400,Glenn Tucker,LB,,0,0,0,,,,,,,,,,,,,,,,North Texas
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1970,2,43,Bill Brundige,DT,1977,0,0,5,42,107,,,,,,,,,,,,,,Colorado
1970,4,103,Paul Laaveg,G,1975,0,0,4,29,72,,,,,,,,,,,,,,Iowa
1970,5,114,Manny Sistrunk,DT,1979,0,0,4,39,123,,,,,,,,,,,,,,Ark-Pine Bluff
1970,5,121,Danny Pierce,RB,1970,0,0,0,0,2,,,,,,5,6,0,1,6,0,,,Memphis
1970,7,173,Roland Merritt,WR,,0,0,0,,,,,,,,,,,,,,,,Maryland
1970,7,178,Jim Harris,DB,1971,0,0,0,0,5,,,,,,,,,,,,,,Howard Payne
1970,8,200,Paul Johnson,DB,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1970,9,225,Ralph Sonntag,T,,0,0,0,,,,,,,,,,,,,,,,Maryland
1970,11,277,Mack Alston,TE,1980,0,0,5,22,145,,,,,,2,10,0,108,1247,15,,,Md-Eastern Shore
1970,12,303,Jim Kates,LB,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1970,13,329,Joe Patterson,T,,0,0,0,,,,,,,,,,,,,,,,Lawrence
1970,14,355,Tony Moro,RB,,0,0,0,,,,,,,,,,,,,,,,Dayton
1970,15,381,Vic Lewandowsky,C,,0,0,0,,,,,,,,,,,,,,,,Holy Cross
1970,16,407,Steve Bushore,WR,,0,0,0,,,,,,,,,,,,,,,,Emporia St.
1970,17,433,Earl Maxfield,DT,,0,0,0,,,,,,,,,,,,,,,,Baylor
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1969,2,46,Eugene Epps,DB,,0,0,0,,,,,,,,,,,,,,,,Texas-El Paso
1969,3,62,Ed Cross,RB,,0,0,0,,,,,,,,,,,,,,,,Ark-Pine Bluff
1969,5,114,Bill Kishman,DB,,0,0,0,,,,,,,,,,,,,,,,Colorado St.
1969,6,139,Harold McLinton,LB,1978,0,0,8,56,127,,,,,,,,,,,,4,,Saginaw Valley St.
1969,7,166,Jeff Anderson,RB,,0,0,0,,,,,,,,,,,,,,,,Virginia
1969,7,173,John Didion,C,1974,0,0,4,23,80,,,,,,,,,,,,,,Oregon St.
1969,8,191,Larry Brown,RB,1976,2,4,6,79,102,1,1,16,0,0,1530,5875,35,238,2485,20,,,Kansas St.
1969,11,269,Eric Norri,DT,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1969,12,295,Bob Shannon,DB,,0,0,0,,,,,,,,,,,,,,,,Tennessee St.
1969,13,322,Mike Shook,DB,,0,0,0,,,,,,,,,,,,,,,,North Texas
1969,14,347,Rick Brand,DT,,0,0,0,,,,,,,,,,,,,,,,Virginia
1969,15,374,Paul Rogers,T,,0,0,0,,,,,,,,,,,,,,,,Virginia
1969,16,399,Mike Washington,LB,,0,0,0,,,,,,,,,,,,,,,,Southern
1969,17,426,Rich Dobbert,DE,,0,0,0,,,,,,,,,,,,,,,,Springfield
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1968,1,12,Jim Smith,DB,1968,0,0,0,2,14,,,,,,,,,,,,,,Oregon
1968,2,38,Tom Roussel,LB,1973,0,0,4,21,66,,,,,,,,,,,,2,,Southern Miss
1968,4,94,Dennis Crane,DT,1970,0,0,2,12,33,,,,,,,,,,,,,,USC
1968,5,113,Ken Barefoot,TE,1968,0,0,0,1,8,,,,,,,,,,,,,,Virginia Tech
1968,5,117,Mike Bragg,P,1980,0,0,13,0,188,2,3,69,0,0,4,25,0,,,,,,Richmond
1968,6,149,Willie Banks,G,1973,0,0,0,4,37,,,,,,,,,,,,,,Alcorn St.
1968,7,176,Bob Brunet,RB,1977,0,0,0,5,81,,,,,,131,406,3,24,200,1,,,Louisiana Tech
1968,8,203,Brian Magnuson,RB,,0,0,0,,,,,,,,,,,,,,,,Montana
1968,9,230,Frank Liberatore,DB,,0,0,0,,,,,,,,,,,,,,,,Clemson
1968,11,284,Tom Garretson,DB,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1968,12,311,Dave Weedman,DT,,0,0,0,,,,,,,,,,,,,,,,West. Washington
1968,13,338,Mike St. Louis,T,,0,0,0,,,,,,,,,,,,,,,,Central Missouri St.
1968,14,365,Dave Zivich,T,,0,0,0,,,,,,,,,,,,,,,,California-Santa Barbara
1968,15,392,Coger Coverson,G,,0,0,0,,,,,,,,,,,,,,,,Texas Southern
1968,16,419,Willie Turner,RB,,0,0,0,,,,,,,,,,,,,,,,Jackson St.
1968,17,446,Frank Bosch,DT,1970,0,0,0,7,39,,,,,,,,,,,,,,Colorado
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1967,1,13,Ray McDonald,RB,1968,0,0,0,3,13,,,,,,52,223,4,10,60,0,,,Idaho
1967,2,38,Spain Musgrove,DE,1970,0,0,1,8,37,,,,,,,,,,,,,,Utah St.
1967,3,64,Curg Belcher,DB,,0,0,0,,,,,,,,,,,,,,,,BYU
1967,6,135,Don Bandy,G,1968,0,0,0,2,26,,,,,,,,,,,,,,Tulsa
1967,7,168,Bruce Matte,QB,,0,0,0,,,,,,,,,,,,,,,,
1967,7,172,John Love,WR,1972,0,0,0,4,18,,,,,,,,,18,267,2,,,North Texas
